food,water_in_liter,electric_in_kwh,internet_in_gb,cloth_wash_in_kg,cost_rupiah
Rendang,2.40,8.50,0.50,3.30,68550.0
Sayur lodeh,2.40,8.50,0.50,3.30,57550.0
Gado Gado,2.40,8.50,0.50,3.30,56550.0
Rawon,2.40,8.50,0.50,3.30,63550.0
Ketoprak,2.40,8.50,0.50,3.30,56050.0
Siomay,2.40,8.50,0.50,3.30,52550.0
Nasi Goreng,2.60,8.50,0.50,3.30,58750.0
Indomie,2.60,8.50,0.50,3.30,45750.0
Bakso ayam,2.60,8.50,0.50,3.30,55750.0
Sate,2.60,8.50,0.50,3.30,59750.0
Rendang,2.60,8.50,0.50,3.30,68750.0
Sayur lodeh,2.60,8.50,0.50,3.30,57750.0
Gado Gado,2.60,8.50,0.50,3.30,56750.0
Rawon,2.60,8.50,0.50,3.30,63750.0
Ketoprak,2.60,8.50,0.50,3.30,56250.0
Siomay,2.60,8.50,0.50,3.30,52750.0
Nasi Goreng,0.80,10.00,0.50,3.30,58300.0
Indomie,0.80,10.00,0.50,3.30,45300.0
Bakso ayam,0.80,10.00,0.50,3.30,55300.0
Sate,0.80,10.00,0.50,3.30,59300.0
Rendang,0.80,10.00,0.50,3.30,68300.0
Sayur lodeh,0.80,10.00,0.50,3.30,57300.0
Gado Gado,0.80,10.00,0.50,3.30,56300.0
Rawon,0.80,10.00,0.50,3.30,63300.0
Ketoprak,0.80,10.00,0.50,3.30,55800.0
Siomay,0.80,10.00,0.50,3.30,52300.0
Nasi Goreng,1.00,10.00,0.50,3.30,58500.0
Indomie,1.00,10.00,0.50,3.30,45500.0
Bakso ayam,1.00,10.00,0.50,3.30,55500.0
Sate,1.00,10.00,0.50,3.30,59500.0
Rendang,1.00,10.00,0.50,3.30,68500.0
Sayur lodeh,1.00,10.00,0.50,3.30,57500.0
Gado Gado,1.00,10.00,0.50,3.30,56500.0
Rawon,1.00,10.00,0.50,3.30,63500.0
Ketoprak,1.00,10.00,0.50,3.30,56000.0
Siomay,1.00,10.00,0.50,3.30,52500.0
Nasi Goreng,1.20,10.00,0.50,3.30,58700.0
Indomie,1.20,10.00,0.50,3.30,45700.0
Bakso ayam,1.20,10.00,0.50,3.30,55700.0
Sate,1.20,10.00,0.50,3.30,59700.0
Rendang,1.20,10.00,0.50,3.30,68700.0
Sayur lodeh,1.20,10.00,0.50,3.30,57700.0
Gado Gado,1.20,10.00,0.50,3.30,56700.0
Rawon,1.20,10.00,0.50,3.30,63700.0
Ketoprak,1.20,10.00,0.50,3.30,56200.0
Siomay,1.20,10.00,0.50,3.30,52700.0
Nasi Goreng,1.40,10.00,0.50,3.30,58900.0
Indomie,1.40,10.00,0.50,3.30,45900.0
Bakso ayam,1.40,10.00,0.50,3.30,55900.0
Sate,1.40,10.00,0.50,3.30,59900.0
Rendang,1.40,10.00,0.50,3.30,68900.0
Sayur lodeh,1.40,10.00,0.50,3.30,57900.0
Gado Gado,1.40,10.00,0.50,3.30,56900.0
Rawon,1.40,10.00,0.50,3.30,63900.0
Ketoprak,1.40,10.00,0.50,3.30,56400.0
Siomay,1.40,10.00,0.50,3.30,52900.0
Nasi Goreng,1.60,10.00,0.50,3.30,59100.0
Indomie,1.60,10.00,0.50,3.30,46100.0
Bakso ayam,1.60,10.00,0.50,3.30,56100.0
Sate,1.60,10.00,0.50,3.30,60100.0
Rendang,1.60,10.00,0.50,3.30,69100.0
Sayur lodeh,1.60,10.00,0.50,3.30,58100.0
Gado Gado,1.60,10.00,0.50,3.30,57100.0
Rawon,1.60,10.00,0.50,3.30,64100.0
Ketoprak,1.60,10.00,0.50,3.30,56600.0
Siomay,1.60,10.00,0.50,3.30,53100.0
Nasi Goreng,1.80,10.00,0.50,3.30,59300.0
Indomie,1.80,10.00,0.50,3.30,46300.0
Bakso ayam,1.80,10.00,0.50,3.30,56300.0
Sate,1.80,10.00,0.50,3.30,60300.0
Rendang,1.80,10.00,0.50,3.30,69300.0
Sayur lodeh,1.80,10.00,0.50,3.30,58300.0
Gado Gado,1.80,10.00,0.50,3.30,57300.0
Rawon,1.80,10.00,0.50,3.30,64300.0
Ketoprak,1.80,10.00,0.50,3.30,56800.0
Siomay,1.80,10.00,0.50,3.30,53300.0
Nasi Goreng,2.00,10.00,0.50,3.30,59500.0
Indomie,2.00,10.00,0.50,3.30,46500.0
Bakso ayam,2.00,10.00,0.50,3.30,56500.0
Sate,2.00,10.00,0.50,3.30,60500.0
Rendang,2.00,10.00,0.50,3.30,69500.0
Sayur lodeh,2.00,10.00,0.50,3.30,58500.0
Gado Gado,2.00,10.00,0.50,3.30,57500.0
Rawon,2.00,10.00,0.50,3.30,64500.0
Ketoprak,2.00,10.00,0.50,3.30,57000.0
Siomay,2.00,10.00,0.50,3.30,53500.0
Nasi Goreng,2.20,10.00,0.50,3.30,59700.0
Indomie,2.20,10.00,0.50,3.30,46700.0
Bakso ayam,2.20,10.00,0.50,3.30,56700.0
Sate,2.20,10.00,0.50,3.30,60700.0
Rendang,2.20,10.00,0.50,3.30,69700.0
Sayur lodeh,2.20,10.00,0.50,3.30,58700.0
Gado Gado,2.20,10.00,0.50,3.30,57700.0
Rawon,2.20,10.00,0.50,3.30,64700.0
Ketoprak,2.20,10.00,0.50,3.30,57200.0
Siomay,2.20,10.00,0.50,3.30,53700.0
Nasi Goreng,2.40,10.00,0.50,3.30,59900.0
Indomie,2.40,10.00,0.50,3.30,46900.0
Bakso ayam,2.40,10.00,0.50,3.30,56900.0
Sate,2.40,10.00,0.50,3.30,60900.0
Rendang,2.40,10.00,0.50,3.30,69900.0
Sayur lodeh,2.40,10.00,0.50,3.30,58900.0
Gado Gado,2.40,10.00,0.50,3.30,57900.0
Rawon,2.40,10.00,0.50,3.30,64900.0
Ketoprak,2.40,10.00,0.50,3.30,57400.0
Siomay,2.40,10.00,0.50,3.30,53900.0
Nasi Goreng,2.60,10.00,0.50,3.30,60100.0
Indomie,2.60,10.00,0.50,3.30,47100.0
Bakso ayam,2.60,10.00,0.50,3.30,57100.0
Sate,2.60,10.00,0.50,3.30,61100.0
Rendang,2.60,10.00,0.50,3.30,70100.0
Sayur lodeh,2.60,10.00,0.50,3.30,59100.0
Gado Gado,2.60,10.00,0.50,3.30,58100.0
Rawon,2.60,10.00,0.50,3.30,65100.0
Ketoprak,2.60,10.00,0.50,3.30,57600.0
Siomay,2.60,10.00,0.50,3.30,54100.0
Nasi Goreng,0.80,11.50,0.50,3.30,59650.0
Indomie,0.80,11.50,0.50,3.30,46650.0
Bakso ayam,0.80,11.50,0.50,3.30,56650.0
Sate,0.80,11.50,0.50,3.30,60650.0
Rendang,0.80,11.50,0.50,3.30,69650.0
Sayur lodeh,0.80,11.50,0.50,3.30,58650.0
Gado Gado,0.80,11.50,0.50,3.30,57650.0
Rawon,0.80,11.50,0.50,3.30,64650.0
Ketoprak,0.80,11.50,0.50,3.30,57150.0
Siomay,0.80,11.50,0.50,3.30,53650.0
Nasi Goreng,1.00,11.50,0.50,3.30,59850.0
Indomie,1.00,11.50,0.50,3.30,46850.0
Bakso ayam,1.00,11.50,0.50,3.30,56850.0
Sate,1.00,11.50,0.50,3.30,60850.0
Rendang,1.00,11.50,0.50,3.30,69850.0
Sayur lodeh,1.00,11.50,0.50,3.30,58850.0
Gado Gado,1.00,11.50,0.50,3.30,57850.0
Rawon,1.00,11.50,0.50,3.30,64850.0
Ketoprak,1.00,11.50,0.50,3.30,57350.0
Siomay,1.00,11.50,0.50,3.30,53850.0
Nasi Goreng,1.20,11.50,0.50,3.30,60050.0
Indomie,1.20,11.50,0.50,3.30,47050.0
Bakso ayam,1.20,11.50,0.50,3.30,57050.0
Sate,1.20,11.50,0.50,3.30,61050.0
Rendang,1.20,11.50,0.50,3.30,70050.0
Sayur lodeh,1.20,11.50,0.50,3.30,59050.0
Gado Gado,1.20,11.50,0.50,3.30,58050.0
Rawon,1.20,11.50,0.50,3.30,65050.0
Ketoprak,1.20,11.50,0.50,3.30,57550.0
Siomay,1.20,11.50,0.50,3.30,54050.0
Nasi Goreng,1.40,11.50,0.50,3.30,60250.0
Indomie,1.40,11.50,0.50,3.30,47250.0
Bakso ayam,1.40,11.50,0.50,3.30,57250.0
Sate,1.40,11.50,0.50,3.30,61250.0
Rendang,1.40,11.50,0.50,3.30,70250.0
Sayur lodeh,1.40,11.50,0.50,3.30,59250.0
Gado Gado,1.40,11.50,0.50,3.30,58250.0
Rawon,1.40,11.50,0.50,3.30,65250.0
Ketoprak,1.40,11.50,0.50,3.30,57750.0
Siomay,1.40,11.50,0.50,3.30,54250.0
Nasi Goreng,1.60,11.50,0.50,3.30,60450.0
Indomie,1.60,11.50,0.50,3.30,47450.0
Bakso ayam,1.60,11.50,0.50,3.30,57450.0
Sate,1.60,11.50,0.50,3.30,61450.0
Rendang,1.60,11.50,0.50,3.30,70450.0
Sayur lodeh,1.60,11.50,0.50,3.30,59450.0
Gado Gado,1.60,11.50,0.50,3.30,58450.0
Rawon,1.60,11.50,0.50,3.30,65450.0
Ketoprak,1.60,11.50,0.50,3.30,57950.0
Siomay,1.60,11.50,0.50,3.30,54450.0
Nasi Goreng,1.80,11.50,0.50,3.30,60650.0
Indomie,1.80,11.50,0.50,3.30,47650.0
Bakso ayam,1.80,11.50,0.50,3.30,57650.0
Sate,1.80,11.50,0.50,3.30,61650.0
Rendang,1.80,11.50,0.50,3.30,70650.0
Sayur lodeh,1.80,11.50,0.50,3.30,59650.0
Gado Gado,1.80,11.50,0.50,3.30,58650.0
Rawon,1.80,11.50,0.50,3.30,65650.0
Ketoprak,1.80,11.50,0.50,3.30,58150.0
Siomay,1.80,11.50,0.50,3.30,54650.0
Nasi Goreng,2.00,11.50,0.50,3.30,60850.0
Indomie,2.00,11.50,0.50,3.30,47850.0
Bakso ayam,2.00,11.50,0.50,3.30,57850.0
Sate,2.00,11.50,0.50,3.30,61850.0
Rendang,2.00,11.50,0.50,3.30,70850.0
Sayur lodeh,2.00,11.50,0.50,3.30,59850.0
Gado Gado,2.00,11.50,0.50,3.30,58850.0
Rawon,2.00,11.50,0.50,3.30,65850.0
Ketoprak,2.00,11.50,0.50,3.30,58350.0
Siomay,2.00,11.50,0.50,3.30,54850.0
Nasi Goreng,2.20,11.50,0.50,3.30,61050.0
Indomie,2.20,11.50,0.50,3.30,48050.0
Bakso ayam,2.20,11.50,0.50,3.30,58050.0
Sate,2.20,11.50,0.50,3.30,62050.0
Rendang,2.20,11.50,0.50,3.30,71050.0
Sayur lodeh,2.20,11.50,0.50,3.30,60050.0
Gado Gado,2.20,11.50,0.50,3.30,59050.0
Rawon,2.20,11.50,0.50,3.30,66050.0
Ketoprak,2.20,11.50,0.50,3.30,58550.0
Siomay,2.20,11.50,0.50,3.30,55050.0
Nasi Goreng,2.40,11.50,0.50,3.30,61250.0
Indomie,2.40,11.50,0.50,3.30,48250.0
Bakso ayam,2.40,11.50,0.50,3.30,58250.0
Sate,2.40,11.50,0.50,3.30,62250.0
Rendang,2.40,11.50,0.50,3.30,71250.0
Sayur lodeh,2.40,11.50,0.50,3.30,60250.0
Gado Gado,2.40,11.50,0.50,3.30,59250.0
Rawon,2.40,11.50,0.50,3.30,66250.0
Ketoprak,2.40,11.50,0.50,3.30,58750.0
Siomay,2.40,11.50,0.50,3.30,55250.0
Nasi Goreng,2.60,11.50,0.50,3.30,61450.0
Indomie,2.60,11.50,0.50,3.30,48450.0
Bakso ayam,2.60,11.50,0.50,3.30,58450.0
Sate,2.60,11.50,0.50,3.30,62450.0
Rendang,2.60,11.50,0.50,3.30,71450.0
Sayur lodeh,2.60,11.50,0.50,3.30,60450.0
Gado Gado,2.60,11.50,0.50,3.30,59450.0
Rawon,2.60,11.50,0.50,3.30,66450.0
Ketoprak,2.60,11.50,0.50,3.30,58950.0
Siomay,2.60,11.50,0.50,3.30,55450.0
Nasi Goreng,0.80,13.00,0.50,3.30,61000.0
Indomie,0.80,13.00,0.50,3.30,48000.0
Bakso ayam,0.80,13.00,0.50,3.30,58000.0
Sate,0.80,13.00,0.50,3.30,62000.0
Rendang,0.80,13.00,0.50,3.30,71000.0
Sayur lodeh,0.80,13.00,0.50,3.30,60000.0
Gado Gado,0.80,13.00,0.50,3.30,59000.0
Rawon,0.80,13.00,0.50,3.30,66000.0
Ketoprak,0.80,13.00,0.50,3.30,58500.0
Siomay,0.80,13.00,0.50,3.30,55000.0
Nasi Goreng,1.00,13.00,0.50,3.30,61200.0
Indomie,1.00,13.00,0.50,3.30,48200.0
Bakso ayam,1.00,13.00,0.50,3.30,58200.0
Sate,1.00,13.00,0.50,3.30,62200.0
Rendang,1.00,13.00,0.50,3.30,71200.0
Sayur lodeh,1.00,13.00,0.50,3.30,60200.0
Gado Gado,1.00,13.00,0.50,3.30,59200.0
Rawon,1.00,13.00,0.50,3.30,66200.0
Ketoprak,1.00,13.00,0.50,3.30,58700.0
Siomay,1.00,13.00,0.50,3.30,55200.0
Nasi Goreng,1.20,13.00,0.50,3.30,61400.0
Indomie,1.20,13.00,0.50,3.30,48400.0
Bakso ayam,1.20,13.00,0.50,3.30,58400.0
Sate,1.20,13.00,0.50,3.30,62400.0
Rendang,1.20,13.00,0.50,3.30,71400.0
Sayur lodeh,1.20,13.00,0.50,3.30,60400.0
Gado Gado,1.20,13.00,0.50,3.30,59400.0
Rawon,1.20,13.00,0.50,3.30,66400.0
Ketoprak,1.20,13.00,0.50,3.30,58900.0
Siomay,1.20,13.00,0.50,3.30,55400.0
Nasi Goreng,1.40,13.00,0.50,3.30,61600.0
Indomie,1.40,13.00,0.50,3.30,48600.0
Bakso ayam,1.40,13.00,0.50,3.30,58600.0
Sate,1.40,13.00,0.50,3.30,62600.0
Rendang,1.40,13.00,0.50,3.30,71600.0
Sayur lodeh,1.40,13.00,0.50,3.30,60600.0
Gado Gado,1.40,13.00,0.50,3.30,59600.0
Rawon,1.40,13.00,0.50,3.30,66600.0
Ketoprak,1.40,13.00,0.50,3.30,59100.0
Siomay,1.40,13.00,0.50,3.30,55600.0
Nasi Goreng,1.60,13.00,0.50,3.30,61800.0
Indomie,1.60,13.00,0.50,3.30,48800.0
Bakso ayam,1.60,13.00,0.50,3.30,58800.0
Sate,1.60,13.00,0.50,3.30,62800.0
Rendang,1.60,13.00,0.50,3.30,71800.0
Sayur lodeh,1.60,13.00,0.50,3.30,60800.0
Gado Gado,1.60,13.00,0.50,3.30,59800.0
Rawon,1.60,13.00,0.50,3.30,66800.0
Ketoprak,1.60,13.00,0.50,3.30,59300.0
Siomay,1.60,13.00,0.50,3.30,55800.0
Nasi Goreng,1.80,13.00,0.50,3.30,62000.0
Indomie,1.80,13.00,0.50,3.30,49000.0
Bakso ayam,1.80,13.00,0.50,3.30,59000.0
Sate,1.80,13.00,0.50,3.30,63000.0
Rendang,1.80,13.00,0.50,3.30,72000.0
Sayur lodeh,1.80,13.00,0.50,3.30,61000.0
Gado Gado,1.80,13.00,0.50,3.30,60000.0
Rawon,1.80,13.00,0.50,3.30,67000.0
Ketoprak,1.80,13.00,0.50,3.30,59500.0
Siomay,1.80,13.00,0.50,3.30,56000.0
Nasi Goreng,2.00,13.00,0.50,3.30,62200.0
Indomie,2.00,13.00,0.50,3.30,49200.0
Bakso ayam,2.00,13.00,0.50,3.30,59200.0
Sate,2.00,13.00,0.50,3.30,63200.0
Rendang,2.00,13.00,0.50,3.30,72200.0
Sayur lodeh,2.00,13.00,0.50,3.30,61200.0
Gado Gado,2.00,13.00,0.50,3.30,60200.0
Rawon,2.00,13.00,0.50,3.30,67200.0
Ketoprak,2.00,13.00,0.50,3.30,59700.0
Siomay,2.00,13.00,0.50,3.30,56200.0
Nasi Goreng,2.20,13.00,0.50,3.30,62400.0
Indomie,2.20,13.00,0.50,3.30,49400.0
Bakso ayam,2.20,13.00,0.50,3.30,59400.0
Sate,2.20,13.00,0.50,3.30,63400.0
Rendang,2.20,13.00,0.50,3.30,72400.0
Sayur lodeh,2.20,13.00,0.50,3.30,61400.0
Gado Gado,2.20,13.00,0.50,3.30,60400.0
Rawon,2.20,13.00,0.50,3.30,67400.0
Ketoprak,2.20,13.00,0.50,3.30,59900.0
Siomay,2.20,13.00,0.50,3.30,56400.0
Nasi Goreng,2.40,13.00,0.50,3.30,62600.0
Indomie,2.40,13.00,0.50,3.30,49600.0
Bakso ayam,2.40,13.00,0.50,3.30,59600.0
Sate,2.40,13.00,0.50,3.30,63600.0
Rendang,2.40,13.00,0.50,3.30,72600.0
Sayur lodeh,2.40,13.00,0.50,3.30,61600.0
Gado Gado,2.40,13.00,0.50,3.30,60600.0
Rawon,2.40,13.00,0.50,3.30,67600.0
Ketoprak,2.40,13.00,0.50,3.30,60100.0
Siomay,2.40,13.00,0.50,3.30,56600.0
Nasi Goreng,2.60,13.00,0.50,3.30,62800.0
Indomie,2.60,13.00,0.50,3.30,49800.0
Bakso ayam,2.60,13.00,0.50,3.30,59800.0
Sate,2.60,13.00,0.50,3.30,63800.0
Rendang,2.60,13.00,0.50,3.30,72800.0
Sayur lodeh,2.60,13.00,0.50,3.30,61800.0
Gado Gado,2.60,13.00,0.50,3.30,60800.0
Rawon,2.60,13.00,0.50,3.30,67800.0
Ketoprak,2.60,13.00,0.50,3.30,60300.0
Siomay,2.60,13.00,0.50,3.30,56800.0
Nasi Goreng,0.80,14.50,0.50,3.30,62350.0
Indomie,0.80,14.50,0.50,3.30,49350.0
Bakso ayam,0.80,14.50,0.50,3.30,59350.0
Sate,0.80,14.50,0.50,3.30,63350.0
Rendang,0.80,14.50,0.50,3.30,72350.0
Sayur lodeh,0.80,14.50,0.50,3.30,61350.0
Gado Gado,0.80,14.50,0.50,3.30,60350.0
Rawon,0.80,14.50,0.50,3.30,67350.0
Ketoprak,0.80,14.50,0.50,3.30,59850.0
Siomay,0.80,14.50,0.50,3.30,56350.0
Nasi Goreng,1.00,14.50,0.50,3.30,62550.0
Indomie,1.00,14.50,0.50,3.30,49550.0
Bakso ayam,1.00,14.50,0.50,3.30,59550.0
Sate,1.00,14.50,0.50,3.30,63550.0
Rendang,1.00,14.50,0.50,3.30,72550.0
Sayur lodeh,1.00,14.50,0.50,3.30,61550.0
Gado Gado,1.00,14.50,0.50,3.30,60550.0
Rawon,1.00,14.50,0.50,3.30,67550.0
Ketoprak,1.00,14.50,0.50,3.30,60050.0
Siomay,1.00,14.50,0.50,3.30,56550.0
Nasi Goreng,1.20,14.50,0.50,3.30,62750.0
Indomie,1.20,14.50,0.50,3.30,49750.0
Bakso ayam,1.20,14.50,0.50,3.30,59750.0
Sate,1.20,14.50,0.50,3.30,63750.0
Rendang,1.20,14.50,0.50,3.30,72750.0
Sayur lodeh,1.20,14.50,0.50,3.30,61750.0
Gado Gado,1.20,14.50,0.50,3.30,60750.0
Rawon,1.20,14.50,0.50,3.30,67750.0
Ketoprak,1.20,14.50,0.50,3.30,60250.0
Siomay,1.20,14.50,0.50,3.30,56750.0
Nasi Goreng,1.40,14.50,0.50,3.30,62950.0
Indomie,1.40,14.50,0.50,3.30,49950.0
Bakso ayam,1.40,14.50,0.50,3.30,59950.0
Sate,1.40,14.50,0.50,3.30,63950.0
Rendang,1.40,14.50,0.50,3.30,72950.0
Sayur lodeh,1.40,14.50,0.50,3.30,61950.0
Gado Gado,1.40,14.50,0.50,3.30,60950.0
Rawon,1.40,14.50,0.50,3.30,67950.0
Ketoprak,1.40,14.50,0.50,3.30,60450.0
Siomay,1.40,14.50,0.50,3.30,56950.0
Nasi Goreng,1.60,14.50,0.50,3.30,63150.0
Indomie,1.60,14.50,0.50,3.30,50150.0
Bakso ayam,1.60,14.50,0.50,3.30,60150.0
Sate,1.60,14.50,0.50,3.30,64150.0
Rendang,1.60,14.50,0.50,3.30,73150.0
Sayur lodeh,1.60,14.50,0.50,3.30,62150.0
Gado Gado,1.60,14.50,0.50,3.30,61150.0
Rawon,1.60,14.50,0.50,3.30,68150.0
Ketoprak,1.60,14.50,0.50,3.30,60650.0
Siomay,1.60,14.50,0.50,3.30,57150.0
Nasi Goreng,1.80,14.50,0.50,3.30,63350.0
Indomie,1.80,14.50,0.50,3.30,50350.0
Bakso ayam,1.80,14.50,0.50,3.30,60350.0
Sate,1.80,14.50,0.50,3.30,64350.0
Rendang,1.80,14.50,0.50,3.30,73350.0
Sayur lodeh,1.80,14.50,0.50,3.30,62350.0
Gado Gado,1.80,14.50,0.50,3.30,61350.0
Rawon,1.80,14.50,0.50,3.30,68350.0
Ketoprak,1.80,14.50,0.50,3.30,60850.0
Siomay,1.80,14.50,0.50,3.30,57350.0
Nasi Goreng,2.00,14.50,0.50,3.30,63550.0
Indomie,2.00,14.50,0.50,3.30,50550.0
Bakso ayam,2.00,14.50,0.50,3.30,60550.0
Sate,2.00,14.50,0.50,3.30,64550.0
Rendang,2.00,14.50,0.50,3.30,73550.0
Sayur lodeh,2.00,14.50,0.50,3.30,62550.0
Gado Gado,2.00,14.50,0.50,3.30,61550.0
Rawon,2.00,14.50,0.50,3.30,68550.0
Ketoprak,2.00,14.50,0.50,3.30,61050.0
Siomay,2.00,14.50,0.50,3.30,57550.0
Nasi Goreng,2.20,14.50,0.50,3.30,63750.0
Indomie,2.20,14.50,0.50,3.30,50750.0
Bakso ayam,2.20,14.50,0.50,3.30,60750.0
Sate,2.20,14.50,0.50,3.30,64750.0
Rendang,2.20,14.50,0.50,3.30,73750.0
Sayur lodeh,2.20,14.50,0.50,3.30,62750.0
Gado Gado,2.20,14.50,0.50,3.30,61750.0
Rawon,2.20,14.50,0.50,3.30,68750.0
Ketoprak,2.20,14.50,0.50,3.30,61250.0
Siomay,2.20,14.50,0.50,3.30,57750.0
Nasi Goreng,2.40,14.50,0.50,3.30,63950.0
Indomie,2.40,14.50,0.50,3.30,50950.0
Bakso ayam,2.40,14.50,0.50,3.30,60950.0
Sate,2.40,14.50,0.50,3.30,64950.0
Rendang,2.40,14.50,0.50,3.30,73950.0
Sayur lodeh,2.40,14.50,0.50,3.30,62950.0
Gado Gado,2.40,14.50,0.50,3.30,61950.0
Rawon,2.40,14.50,0.50,3.30,68950.0
Ketoprak,2.40,14.50,0.50,3.30,61450.0
Siomay,2.40,14.50,0.50,3.30,57950.0
Nasi Goreng,2.60,14.50,0.50,3.30,64150.0
Indomie,2.60,14.50,0.50,3.30,51150.0
Bakso ayam,2.60,14.50,0.50,3.30,61150.0
Sate,2.60,14.50,0.50,3.30,65150.0
Rendang,2.60,14.50,0.50,3.30,74150.0
Sayur lodeh,2.60,14.50,0.50,3.30,63150.0
Gado Gado,2.60,14.50,0.50,3.30,62150.0
Rawon,2.60,14.50,0.50,3.30,69150.0
Ketoprak,2.60,14.50,0.50,3.30,61650.0
Siomay,2.60,14.50,0.50,3.30,58150.0
Nasi Goreng,0.80,1.00,0.65,3.30,50350.0
Indomie,0.80,1.00,0.65,3.30,37350.0
Bakso ayam,0.80,1.00,0.65,3.30,47350.0
Sate,0.80,1.00,0.65,3.30,51350.0
Rendang,0.80,1.00,0.65,3.30,60350.0
Sayur lodeh,0.80,1.00,0.65,3.30,49350.0
Gado Gado,0.80,1.00,0.65,3.30,48350.0
Rawon,0.80,1.00,0.65,3.30,55350.0
Ketoprak,0.80,1.00,0.65,3.30,47850.0
Siomay,0.80,1.00,0.65,3.30,44350.0
Nasi Goreng,1.00,1.00,0.65,3.30,50550.0
Indomie,1.00,1.00,0.65,3.30,37550.0
Bakso ayam,1.00,1.00,0.65,3.30,47550.0
Sate,1.00,1.00,0.65,3.30,51550.0
Rendang,1.00,1.00,0.65,3.30,60550.0
Sayur lodeh,1.00,1.00,0.65,3.30,49550.0
Gado Gado,1.00,1.00,0.65,3.30,48550.0
Rawon,1.00,1.00,0.65,3.30,55550.0
Ketoprak,1.00,1.00,0.65,3.30,48050.0
Siomay,1.00,1.00,0.65,3.30,44550.0
Nasi Goreng,1.20,1.00,0.65,3.30,50750.0
Indomie,1.20,1.00,0.65,3.30,37750.0
Bakso ayam,1.20,1.00,0.65,3.30,47750.0
Sate,1.20,1.00,0.65,3.30,51750.0
Rendang,1.20,1.00,0.65,3.30,60750.0
Sayur lodeh,1.20,1.00,0.65,3.30,49750.0
Gado Gado,1.20,1.00,0.65,3.30,48750.0
Rawon,1.20,1.00,0.65,3.30,55750.0
Ketoprak,1.20,1.00,0.65,3.30,48250.0
Siomay,1.20,1.00,0.65,3.30,44750.0
Nasi Goreng,1.40,1.00,0.65,3.30,50950.0
Indomie,1.40,1.00,0.65,3.30,37950.0
Bakso ayam,1.40,1.00,0.65,3.30,47950.0
Sate,1.40,1.00,0.65,3.30,51950.0
Rendang,1.40,1.00,0.65,3.30,60950.0
Sayur lodeh,1.40,1.00,0.65,3.30,49950.0
Gado Gado,1.40,1.00,0.65,3.30,48950.0
Rawon,1.40,1.00,0.65,3.30,55950.0
Ketoprak,1.40,1.00,0.65,3.30,48450.0
Siomay,1.40,1.00,0.65,3.30,44950.0
Nasi Goreng,1.60,1.00,0.65,3.30,51150.0
Indomie,1.60,1.00,0.65,3.30,38150.0
Bakso ayam,1.60,1.00,0.65,3.30,48150.0
Sate,1.60,1.00,0.65,3.30,52150.0
Rendang,1.60,1.00,0.65,3.30,61150.0
Sayur lodeh,1.60,1.00,0.65,3.30,50150.0
Gado Gado,1.60,1.00,0.65,3.30,49150.0
Rawon,1.60,1.00,0.65,3.30,56150.0
Ketoprak,1.60,1.00,0.65,3.30,48650.0
Siomay,1.60,1.00,0.65,3.30,45150.0
Nasi Goreng,1.80,1.00,0.65,3.30,51350.0
Indomie,1.80,1.00,0.65,3.30,38350.0
Bakso ayam,1.80,1.00,0.65,3.30,48350.0
Sate,1.80,1.00,0.65,3.30,52350.0
Rendang,1.80,1.00,0.65,3.30,61350.0
Sayur lodeh,1.80,1.00,0.65,3.30,50350.0
Gado Gado,1.80,1.00,0.65,3.30,49350.0
Rawon,1.80,1.00,0.65,3.30,56350.0
Ketoprak,1.80,1.00,0.65,3.30,48850.0
Siomay,1.80,1.00,0.65,3.30,45350.0
Nasi Goreng,2.00,1.00,0.65,3.30,51550.0
Indomie,2.00,1.00,0.65,3.30,38550.0
Bakso ayam,2.00,1.00,0.65,3.30,48550.0
Sate,2.00,1.00,0.65,3.30,52550.0
Rendang,2.00,1.00,0.65,3.30,61550.0
Sayur lodeh,2.00,1.00,0.65,3.30,50550.0
Gado Gado,2.00,1.00,0.65,3.30,49550.0
Rawon,2.00,1.00,0.65,3.30,56550.0
Ketoprak,2.00,1.00,0.65,3.30,49050.0
Siomay,2.00,1.00,0.65,3.30,45550.0
Nasi Goreng,2.20,1.00,0.65,3.30,51750.0
Indomie,2.20,1.00,0.65,3.30,38750.0
Bakso ayam,2.20,1.00,0.65,3.30,48750.0
Sate,2.20,1.00,0.65,3.30,52750.0
Rendang,2.20,1.00,0.65,3.30,61750.0
Sayur lodeh,2.20,1.00,0.65,3.30,50750.0
Gado Gado,2.20,1.00,0.65,3.30,49750.0
Rawon,2.20,1.00,0.65,3.30,56750.0
Ketoprak,2.20,1.00,0.65,3.30,49250.0
Siomay,2.20,1.00,0.65,3.30,45750.0
Nasi Goreng,2.40,1.00,0.65,3.30,51950.0
Indomie,2.40,1.00,0.65,3.30,38950.0
Bakso ayam,2.40,1.00,0.65,3.30,48950.0
Sate,2.40,1.00,0.65,3.30,52950.0
Rendang,2.40,1.00,0.65,3.30,61950.0
Sayur lodeh,2.40,1.00,0.65,3.30,50950.0
Gado Gado,2.40,1.00,0.65,3.30,49950.0
Rawon,2.40,1.00,0.65,3.30,56950.0
Ketoprak,2.40,1.00,0.65,3.30,49450.0
Siomay,2.40,1.00,0.65,3.30,45950.0
Nasi Goreng,2.60,1.00,0.65,3.30,52150.0
Indomie,2.60,1.00,0.65,3.30,39150.0
Bakso ayam,2.60,1.00,0.65,3.30,49150.0
